medio,fecha,titulo,autor,url,resumen,tags
Perú21,2024-12-28 07:05:00,Aprueban retorno de aportes privados para partidos políticos,,https://peru21.pe/politica/aprueban-retorno-de-aportes-privados-para-partidos-politicos/,,
Perú21,2024-12-28 07:01:00,Gerente de Petroperú fuga de mesa de diálogo en Talara [VIDEO],,https://peru21.pe/politica/gerente-de-petroperu-fuga-de-mesa-de-dialogo-en-talara/,,
Perú21,2024-12-27 21:06:00,La doble moral de la izquierda en el derrame de petróleo en Talara,,https://peru21.pe/politica/doble-moral-de-la-izquierda-en-derrame-petrolero-de-talara-petroperu-repsol/,,
Perú21,2024-12-27 19:21:00,Comisión Permanente aprueba ley que restituye aportes privados a partidos políticos,,https://peru21.pe/politica/comision-permanente-aprueba-ley-que-restituye-aportes-privados-partidos-politicos/,,
Perú21,2024-12-27 17:22:00,Policía cita a amiga de Andrea Vidal para este sábado,,https://peru21.pe/politica/policia-cita-amiga-de-andrea-vidal-para-este-sabado/,,
Perú21,2024-12-27 15:29:00,Gobierno promulgó ley que amplía el Reinfo por seis meses,,https://peru21.pe/politica/gobierno-promulgo-ley-que-amplia-el-reinfo-por-seis-meses/,,
Perú21,2024-12-27 14:16:00,Bettsy Chávez: Poder Judicial amplía su prisión preventiva por 15 meses,,https://peru21.pe/politica/bettsy-chavez-poder-judicial-amplia-prision-preventiva-por-15-meses/,,
Perú21,2024-12-27 13:26:00,EN VIVO desde el Congreso: Comisión Permanente autoriza viaje de Dina Boluarte a Suiza,,https://peru21.pe/politica/congreso-comision-permanente-autoriza-viaje-de-dina-boluarte-suiza/,,
Perú21,2024-12-27 12:40:00,¿Qué implicancias tiene la ampliación del Reinfo?,,https://peru21.pe/politica/que-implicancias-tiene-la-ampliacion-del-reinfo-mineria-informal/,,
Perú21,2024-12-27 11:13:00,"Canciller niega salida de Jean Ferrari de Universitario: ""Son trascendidos""",,https://peru21.pe/politica/canciller-niega-salida-de-jean-ferrari-de-universitario-elmer-schialer/,,
Perú21,2024-12-27 10:54:00,"Caso Andrea Vidal:  Presidente del Congreso se aferra al cargo, pese a pedido para que dé un paso al costado",,https://peru21.pe/politica/andrea-vidal-presidente-del-congreso-se-aferra-al-cargo-no-renunciara/,,
